Judul_Film,Tahun,Genre
Setelah 15 Tahun,2013,
Jangan Menangis Sinar,2013,Drama
Masih Adakah Cinta Kita,2013,Drama
Cinta Brontosaurus,2013,
Kembalinya Nenek Gayung,2013,
The Legend of Trio Macan,2013,
Yang Tidak Dibicarakan Ketika Membicarakan Cinta,2013,Drama
Kisah 3 Titik,2013,Drama
9 Summers 10 Autumns,2013,Drama
Kerasukan,2013,Horor
Mursala,2013,Drama
Finding Srimulat,2013,Komedi
Hari Ini Pasti Menang,2013,Drama
Pokun Roxy,2013,
Bangun Lagi Dong Lupus,2013,
Anak Sabiran di Balik Cahaya Gemerlapan (Sang Arsip),2013,
Madre,2013,Drama
Tampan Tailor,2013,Drama
KM 97,2013,Horor
Hasduk Berpola,2013,Drama
Petualangan Singa Pemberani 2,2013,
Sule Detektif Tokek,2013,Komedi
Jeritan Danau Terlarang (Situ Gintung),2013,Horor
Berlian Si Etty,2013,
Misteri Cipularang,2013,Horor
Belenggu,2013,Mendebarkan atau Menegangkan
Operation Wedding,2013,
Di Sini Ada Yang Mati,2013,Horor
Kata Hati,2013,Drama
Rectoverso,2013,Drama
Something in the Way,2013,Drama
True Heart,2013,
Air Terjun Pengantin Phuket,2013,Mendebarkan atau Menegangkan
Nightmare Side,2013,Horor
3Sum,2013,
Di Balik Frekuensi,2013,
Dream Obama,2013,Drama
Tiga Sekawan: Iiih... Hantu...???,2013,
Sang Pialang,2013,Drama
Mika,2013,Drama
3 Playboy Galau,2013,
Gending Sriwijaya,2013,
Dead Mine,2013,
Demi Ucok,2013,
Cinta tapi Beda,2012,Drama
Potong Bebek Angsa,2012,
Habibie & Ainun,2012,Drama
5 cm,2012,
Perempuan Di Rumah Angker,2012,Horor
Bidadari-bidadari Surga,2012,Drama
Pasukan Kapiten,2012,
Rumah dan Musim Hujan,2012,Drama
Hello Goodbye,2012,Drama
Ada Hantu di Vietnam,2012,Horor
Perahu Kertas 2,2012,Drama
Misteri Pasar Kaget,2012,Horor
Kutukan Arwah Santet,2012,Horor
Fallin' in Love,2012,Drama
"Rayya, Cahaya Di Atas Cahaya",2012,Drama
Mama Cake,2012,Komedi
Radio Galau FM,2012,
Petualangan Singa Pemberani,2012,
Test Pack: You Are My Baby,2012,
Rumah di Seribu Ombak,2012,
Perahu Kertas,2012,Drama
Brandal-Brandal Ciliwung,2012,Drama
Cinta Suci Zahrana,2012,Drama
Tanah Surga... katanya,2012,Drama
18++ Forever Love,2012,Drama
Jendral Kancil The Movie,2012,
Ambilkan Bulan,2012,
Cinta di Saku Celana,2012,
Perempuan Sasak Terakhir,2012,Drama
Mama Minta Pulsa,2012,
Bangkit Dari Kubur,2012,Horor
Di Timur Matahari,2012,Drama
Soegija,2012,Drama
Mr Bean Kesurupan Depe,2012,
Sule Ay Need You,2012,Komedi
Kakek Cangkul,2012,
Udin Cari Alamat Palsu,2012,Komedi
BrokenHearts,2012,Drama
Naga yang Berjalan di Atas Air,2012,
Hattrick,2012,
Lovely Man,2011,Drama
3 Pocong Idiot,2012,
Kuntilanak-Kuntilanak,2012,Horor
The Witness,2012,
Sinema Purnama,2012,Drama
Modus Anomali,2012,Mendebarkan atau Menegangkan
Nenek Gayung,2012,
Kungfu Pocong Perawan,2012,Komedi
Sanubari Jakarta,2012,Drama
Enak Sama Enak,2012,Komedi
Hi5teria,2012,
Love Is U,2012,
The Raid,2011,
Kebun Binatang,2012,Drama
Mata Tertutup,2011,Drama
Love is Brondong,2012,Komedi
Santet Kuntilanak,2012,Horor
Sampai Ujung Dunia,2012,Drama
Keumala,2012,Drama
Negeri 5 Menara,2012,Drama
Seandainya,2012,Drama
Dilema,2012,Drama
Rumah Hantu Pasar Malam,2012,Horor
republiktwitter,2012,Drama
Bila,2012,Drama
Malaikat Tanpa Sayap,2012,Drama
Penganten Pocong,2012,Komedi
Rumah Bekas Kuburan,2012,Horor
Parts of the Heart,2012,
Kita Versus Korupsi,2012,Drama
Kafan Sundel Bolong,2012,
My Last Love,2012,Drama
Xia Aimei,2012,Drama
Mother Keder: Emakku Ajaib Bener,2012,
Ummi Aminah,2012,Drama
Pulau Hantu 3,2012,
Pocong Kesetanan!,2011,
My Blackberry Girlfriend,2011,
Hafalan Shalat Delisa,2011,Drama
Say Hello To Yellow,2011,
Mocca: Life Keeps on Turning,2011,
Garuda di Dadaku 2,2011,
Bukan Pocong Biasa,2011,
Negeri di Bawah Kabut,2011,
Arwah Kuntilanak Duyung,2011,
X - The Last Moment,2011,Laga
Arisan! 2,2011,
Poconggg Juga Pocong,2011,Komedi
Langit Biru,2011,
"Ayah, Mengapa Aku Berbeda?",2011,Drama
The Mentalist,2011,
Sang Penari,2011,Drama
Pengejar Angin,2011,Drama
Sajadah Ka'bah,2011,
Kehormatan di Balik Kerudung,2011,Drama
The Perfect House,2011,
Semesta Mendukung,2011,Drama
Setannya Kok Masih Ada,2011,
Pocong Minta Kawin,2011,
Perempuan-perempuan Liar,2011,
Shelter,2011,
L4 Lupus,2011,Drama
Pacar Hantu Perawan,2011,
"Batik, Our Love Story",2011,
Badai di Ujung Negeri,2011,
Simfoni Luar Biasa,2011,Drama
Keranda Kuntilanak,2011,Horor
Euphoria,2011,Drama
Mati Muda di Pelukan Janda,2011,Komedi
Masih Bukan Cinta Biasa,2011,Drama
Tarung,2011,Laga
Mudik,2011,
Get Married 3,2011,
Lima Elang,2011,
Kejarlah Jodoh Kau Kutangkap,2011,Komedi
Di Bawah Lindungan Ka'bah,2011,Drama
Tendangan dari Langit,2011,Drama
Dongeng Rangkas,2011,
Kepergok Pocong,2011,
Tumbal Jailangkung,2011,Horor
Surat Kecil Untuk Tuhan,2011,Drama
True Love,2011,Drama
Catatan Harian Si Boy,2011,Drama
Milli & Nathan,2011,Drama
Ada Apa dengan Pocong?,2011,Horor
The Tarix Jabrix 3,2011,Komedi
Serdadu Kumbang,2011,
Hati Merdeka (Merah Putih III),2011,Perang
Kentut,2011,
Pelet Kuntilanak,2011,Horor
Pupus,2011,Drama
Pirate Brothers,2011,Laga
Batas,2011,Drama
"7 Hati, 7 Cinta, 7 Wanita",2011,Drama
Akibat Pergaulan Bebas 2,2011,Drama
Purple Love,2011,
The Mirror Never Lies,2011,Drama
Cowok Bikin Pusing,2011,Komedi
Pocong Mandi Goyang Pinggul,2011,
Si Anak Kampoeng,2011,Drama
Suster Keramas 2,2011,Horor
Kuntilanak Kesurupan,2011,
Tanda Tanya,2011,Drama
13 Cara Memanggil Setan,2011,Horor
Tebus,2011,Mendebarkan atau Menegangkan
Misteri Hantu Selular,2011,Horor
Skandal,2011,
Oh Tidak..!,2011,
Dedemit Gunung Kidul,2011,Horor
Virgin 3: Satu Malam Mengubah Segalanya,2011,Drama
Belkibolang,2010,Drama
Lost In Papua,2011,
Cewek Saweran,2011,Komedi
Rumah Tanpa Jendela,2011,
Pocong Ngesot,2011,
Cerita Langit di Balik Kaca,2011,
Jenglot Pantai Selatan,2011,Horor
Ci(N)ta,2011,
Rindu Purnama,2011,
Arwah Goyang Karawang,2011,Horor
Kalung Jelangkung,2011,Komedi
Love Story,2011,Drama
Cewek Gokil,2011,
Pelukan Janda Hantu Gerondong,2011,Horor
Anakluh,2011,Drama
Baik Baik Sayang,2011,Drama
Khalifah,2011,Drama
3 Pejantan Tanggung,2010,
Love in Perth,2010,Drama
Dalam Mihrab Cinta,2010,Drama
Kabayan Jadi Milyuner,2010,Komedi
Pocong Rumah Angker,2010,Horor
"Cin... Tetangga Gue, Kuntilanak!",2010,
Jakarta Maghrib,2010,
Susah Jaga Keperawanan di Jakarta,2010,Komedi
London Virginia,2010,Drama
Hantu Tanah Kusir,2010,Horor
Penganten Sunat,2010,Komedi
Pengakuan Seorang Pelacur,2010,Drama
Heart 2 Heart,2010,Drama
Hope,2010,
Gaby dan Lagunya,2010,Drama
Senggol Bacok,2010,Komedi
Aku Atau Dia,2010,
Mafia Insyaf,2010,
Rokkap (Rongkap),2010,Drama
Setan Facebook,2010,Horor
Metamorfoblus,2010,
Rintihan Kuntilanak Perawan,2010,Horor
Perjaka Terakhir 2,2010,
Satu Jam Saja,2010,Drama
Madame X,2010,
Sweetheart,2010,Drama
Laskar Pemimpi,2010,Komedi
Pocong Jumat Kliwon,2010,Horor
Pengantin Pantai Biru,2010,Horor
Sang Pencerah,2010,Drama
Dawai 2 Asmara,2010,
"Lihat Boleh, Pegang Jangan",2010,Komedi
Darah Garuda (Merah Putih II),2010,
Time,2010,Horor
Ampun DJ,2010,
D'Love,2010,Drama
Nakalnya Anak Muda,2010,Horor
Selimut Berdarah,2010,Mendebarkan atau Menegangkan
I Know What You Did On Facebook,2010,
Pengantin Topeng,2010,Mendebarkan atau Menegangkan
Bebek Belur,2010,Komedi
Istri Bo'ongan,2010,Komedi
Pocong Keliling,2010,
The Maling Kuburans,2009,
3 Hati Dua Dunia Satu Cinta,2010,Drama
Obama Anak Menteng,2010,Anak-anak atau keluarga
Laskar Cilik,2010,
Not for Sale,2010,Drama
Tanah Air Beta,2010,Drama
Red Cobex,2010,Komedi
Melodi,2010,
Minggu Pagi di Victoria Park,2010,Drama
Sehidup (Tak) Semati,2010,Komedi
Ratu Kostmopolitan,2010,
Roman Picisan,2010,
Rayuan Arwah Penasaran,2010,Horor
Demi Dewi,2010,
Menculik Miyabi,2010,Komedi
Akibat Pergaulan Bebas,2010,Drama
Taring,2010,Horor
Love and Eidelweiss,2010,Drama
Menebus Impian,2010,Drama
Alangkah Lucunya (Negeri Ini),2010,Drama
SKJ (Seleb Kota Jogja),2010,Komedi
Dilema Cinta 2 Hati,2010,Drama
Tiran (Mati di Ranjang),2010,Horor
"Sexy City, The",2010,Drama
"God Babe,The",2010,Komedi
Di Dasar Segalanya,2010,
Di Bawah Langit,2010,Drama
Te[Rekam],2010,Horor
Dendam Pocong Mupeng,2010,Horor
Affair (Permainan Cinta Yang Mematikan),2010,Horor
Belum Cukup Umur,2010,Drama
Bahwa Cinta Itu Ada,2010,Drama
Kain Kafan Perawan,2010,Horor
Arisan Brondong,2010,Komedi
Raped by Saitan (Diperkosa Setan),2010,Horor
Ngebut Kawin,2010,Komedi
Jinx,2010,Komedi
Pemburu Hantu The Movie,2010,Horor
18+ : True Love Never Dies,2010,Drama
Jejak Darah,2010,Horor
Rumah Dara,2010,
Melody Kota Rusa,2010,
Toilet 105,2010,Horor
Sssstt... Jadikan Aku Simpanan,2010,
Hari Untuk Amanda,2010,Drama
Bidadari Jakarta,2010,Drama
Suster Keramas,2009,
Bukan Malin Kundang,2009,Komedi
Sang Pemimpi,2009,Drama
Ai Lop Yu Pul,2009,
"Fugu, a Sushi Tale",2009,Drama
HeartBreak. com: Patah Hati Anda Bisnis Kita,2009,Drama
Air Terjun Pengantin,2009,Horor
XXL: Double Extra Large,2009,Komedi
Hantu Binal Jembatan Semanggi,2009,Horor
Emak Ingin Naik Haji,2009,Drama
Serigala Terakhir,2009,
Jeritan Kuntilanak,2009,Horor
Putih Abu-Abu dan Sepatu Kets,2009,Drama
Ruma Maida,2009,Drama
Kembang Perawan,2009,Komedi
Nazar,2009,Komedi
Perjaka Terakhir,2009,Komedi
The Police,2009,
Maling Kutang,2009,Komedi
Get Married 2,2009,
Ketika Cinta Bertasbih 2,2009,Drama
Meraih Mimpi,2009,
Preman In Love,2009,Komedi
Keramat,2009,
Kata Maaf Terakhir,2009,Drama
Pocong Jalan Blora,2009,Horor
Merah Putih,2009,
Identitas,2009,Drama
Merantau,2009,Laga
Di Atas Kanvas Cinta,2009,Drama
Darah Perawan Bulan Madu,2009,Horor
Mau Dong Ah,2009,Komedi
Paku Kuntilanak,2009,
Kutukan Suster Ngesot,2009,Horor
Selendang Rocker,2009,Drama
Krazy Crazy Krezy...,2009,Komedi
Punk In Love,2009,Komedi
Hantu Rumah Ampera,2009,Horor
The Tarix Jabrix 2,2009,Komedi
King,2009,
Dikejar Setan,2009,Horor
Garuda Di Dadaku,2009,
Ketika Cinta Bertasbih,2009,Drama
Susuk Pocong,2009,Horor
Queen Bee,2009,
Capres (Calo Presiden),2009,
cin(T)a,2009,Drama
Pocong Kamar Sebelah,2009,Horor
Virgin 2: Bukan Film Porno,2009,Drama
Benci Disko,2009,
Rasa,2009,Drama
Janda Kembang,2009,
Bukan Cinta Biasa,2009,
Mata Pena Mata Hati Raja Ali Haji,2009,Drama
Jamila Dan Sang Presiden,2009,Drama
Darah Janda Kolong Wewe,2009,Horor
Anak Setan,2009,Horor
Romeo Juliet,2009,Drama
Pocong Setan Jompo,2009,Horor
Mati Suri,2009,Horor
Wakil Rakyat,2009,
Kereta Setan Manggarai (Kisah Nyata Kereta Setan Manggarai),2009,Horor
Suka Ma Suka,2009,
Kuntilanak Kamar Mayat,2009,Horor
Pijat Atas Tekan Bawah,2009,Komedi
Jermal,2008,Drama
Terowongan Rumah Sakit,2009,Horor
Kambing Jantan,2009,
The Real Pocong,2009,Horor
Kirun + Adul,2009,Komedi
"Sumpah, (Ini) Pocong",2009,Horor
Generasi Biru,2009,Musikal atau Tari
Hantu Biang Kerok,2009,
Kalau Cinta Jangan Cengeng,2009,Drama
Kuntilanak Beranak,2009,Horor
Jagad X Code,2009,
Sepuluh,2009,Drama
Asmara Dua Diana,2009,Komedi
Glitch: Tersesat Dalam Waktu,2009,Laga
Pintu Terlarang,2009,Mendebarkan atau Menegangkan
Hantu Jamu Gendong,2009,Horor
Perempuan Berkalung Sorban,2009,Drama
Kawin Laris,2009,Komedi
Under the Tree,2008,Drama
Setan Budeg,2009,
Saus Kacang,2008,Drama
3 Doa 3 Cinta,2008,Drama
Anak Ajaib,2008,
MBA (Married by Accident),2008,
Tarzan ke Kota,2008,Komedi
Merem Melek,2008,
Takut: Faces of Fear,2008,Horor
Mas Suka Mas Ukin Aja,2008,Komedi
Kawin Kontrak Lagi,2008,
Pencarian Terakhir,2008,Mendebarkan atau Menegangkan
Si Jago Merah,2008,
Pocong vs Kuntilanak,2008,Horor
Cintaku Selamanya,2008,
Bukan Cowok Idola,2008,Drama
Mupeng (Muka Pengen),2008,
Kutunggu Jandamu,2008,Komedi
Cinta Setaman,2008,Drama
Doa Yang Mengancam,2008,Drama
Rien Pembunuh Berantai,2008,Mendebarkan atau Menegangkan
Babi Buta Yang Ingin Terbang,2008,Drama
Kantata Takwa,2008,
Cinlok,2008,Komedi
Chika,2008,Drama
Suami-Suami Takut Istri The Movie,2008,Komedi
Laskar Pelangi,2008,Drama
Barbi3,2008,Drama
Sarang Kuntilanak,2008,Horor
Tulalit,2008,Komedi
Asoy Geboy,2008,Komedi
Hantu Aborsi,2008,Horor
Kita Punya Bendera,2008,
Syahadat Cinta,2008,Drama
Basahhh...,2008,Komedi
Gara-gara Bola,2008,Komedi
Oh Baby,2008,
Sebelah Mata,2008,Drama
Oh My God,2008,
Kick 'n Love,2008,Drama
Setannya Kok Beneran?,2008,Komedi
Karma,2008,Horor
Liar,2008,Drama
Puber,2008,Drama
Anda Puas Saya Loyo,2008,Komedi
Kado Hari Jadi,2008,Mendebarkan atau Menegangkan
Liburan Seruuu...!!,2008,
Tri Mas Getir,2008,Komedi
Best Friend?,2008,Drama
Tiren: Mati Kemaren,2008,Horor
Ikhsan: Mama I Love You,2008,Drama
Hantu Perawan Jeruk Purut,2008,Horor
Fiksi,2008,Mendebarkan atau Menegangkan
Sumpah Pocong di Sekolah,2008,Horor
Pulau Hantu 2,2008,
Mengaku Rasul: Sesat,2008,Drama
May,2008,Drama
Coblos Cinta,2008,
The Shaman,2008,Horor
Tapi Bukan Aku,2008,Drama
Lost in Love,2008,Drama
Summer Breeze,2008,Drama
9808 Antologi 10 Tahun Reformasi Indonesia,2008,
Naga Bonar,1986,Drama
"Ada Kamu, Aku Ada",2008,Drama
Kereta Hantu Manggarai,2008,Horor
Namaku Dick,2008,Komedi
The Tarix Jabrix,2008,Komedi
Kun Fayakuun,2008,Drama
Tali Pocong Perawan,2008,Horor
In The Name Of Love,2008,Drama
Kekasih,2008,Drama
Planet Mars,2008,
Kesurupan,2008,Horor
Skandal Cinta Babi Ngepet,2008,
D.O. (Drop Out),2008,Komedi
From Bandung With Love,2008,Drama
40 Hari Bangkitnya Pocong,2008,Horor
Kuntilanak 3,2008,
Ayat-ayat Cinta,2008,Drama
Lari dari Blora,2007,Drama
Musik Hati,2008,Drama
Hantu Ambulance,2008,
Claudia/Jasmine,2008,
Love,2008,Drama
XL: Extra Large,2008,Komedi
Rahasia Bintang,2008,Drama
Hantu Jembatan Ancol,2008,
Radit dan Jani,2008,Drama
Otomatis Romantis,2008,Komedi
Perempuan Punya Cerita,2007,Drama
Kawin Kontrak,2008,
"Mereka Bilang, Saya Monyet!",2007,Drama
Susahnya Jadi Perawan,2008,Komedi
Cintaku Forever,2007,Drama
Beranak dalam Kubur,2007,Horor
Miracle,2007,Horor
The Butterfly,2007,Drama
Film Horor,2007,Komedi
Medley,2007,Drama
Quickie Express,2007,Komedi
Enam,2007,Horor
Tentang Cinta,2007,Drama
Pulau Hantu,2007,Horor
Suster N (Dendam Suster Ngesot),2007,Horor
Legenda Sundel Bolong,2007,Horor
Get Married,2007,
Pocong 3,2007,Horor
Kuntilanak 2,2007,Horor
Jelangkung 3,2007,Horor
Lawang Sewu (Dendam Kuntilanak),2007,Horor
The Wall,2007,Horor
Genderuwo,2007,Horor
Opera Jawa,2006,Musikal atau Tari
Cintapuccino,2007,Drama
Kangen,2007,Drama
Merah itu Cinta,2007,Drama
Hantu,2007,Horor
Sang Dewi,2007,Drama
Bukan Bintang Biasa The Movie,2007,Drama
Selamanya,2007,
Kamulah Satu-satunya,2007,Drama
The Photograph,2007,Drama
Anak-anak Borobudur,2007,Drama
"Maaf, Saya Menghamili Istri Anda",2007,
Coklat Stroberi,2007,Drama
3 Hari untuk Selamanya,2006,Drama
Lantai 13,2007,Horor
Malam Jumat Kliwon,2007,Horor
Mengejar Mas Mas,2007,
Love is Cinta,2007,Drama
Suster Ngesot The Movie,2007,Horor
Angkerbatu,2007,Horor
Kala,2007,Mendebarkan atau Menegangkan
Nagabonar Jadi 2,2007,
Jakarta Undercover,2007,Mendebarkan atau Menegangkan
Lewat Tengah Malam,2007,Horor
Leak,2007,Horor
Burung-Burung Kertas,2007,Drama
Terowongan Casablanca,2007,Horor
Badai Pasti Berlalu,2007,Drama
D'Bijis,2007,
Long Road to Heaven (Makna di Balik Tragedi),2006,Drama
Roh (The Evil Spirit),2006,Horor
Pocong 2,2006,Horor
Pesan dari Surga,2006,Drama
Cinta Pertama,2006,Drama
KM 14,2006,Mendebarkan atau Menegangkan
6:30,2006,
Kuntilanak,2006,Horor
Bangku Kosong,2006,Horor
Koper,2006,Drama
Mendadak Dangdut,2006,Drama
Lentera Merah (Kebenaran Harus Terungkap),2006,Horor
Heart,2006,Drama
Maskot,2006,Komedi
Berbagi Suami,2006,Drama
Jomblo,2006,
Realita Cinta dan Rock'n Roll,2005,
Realita Cinta dan Rock'n Roll,2005,
Realita Cinta dan Rock'n Roll,2005,
Realita Cinta dan Rock'n Roll,2005,
Garasi,2005,
Belahan Jiwa,2005,Drama
Apa Artinya Cinta,2005,Drama
Mirror,2005,Horor
Missing,2005,Horor
Untuk Rena,2005,Anak-anak atau keluarga
Detik Terakhir,2005,Drama
Dealova,2005,Drama
Issue,2004,Drama
Vina Bilang Cinta,2005,Drama
Gie,2004,Drama
Cinta Silver,2004,Drama
Inikah Rasanya Cinta?,2005,
Ungu Violet,2005,Drama
12:00 AM,2005,Horor
Janji Joni,2005,Komedi
Catatan Akhir Sekolah,2004,
Me vs High Heels - Aku vs Sepatu Hak Tinggi,2005,
Banyu Biru,2004,Drama
Tentang Dia,2004,Drama
17th - Seventeen,2004,
Virgin (Ketika Keperawanan Dipertanyakan),2004,Drama
Rindu Kami Padamu,2004,Drama
Ada Hantu di Sekolah,2004,Horor
Petualangan 100 Jam,2004,Anak-anak atau keluarga
Mengejar Matahari,2004,Drama
Kanibal - Sumanto,2004,Drama
Satu Kecupan,2005,
30 Hari Mencari Cinta,2003,Komedi
The Soul,2003,Horor
Arisan!,2003,Drama
Eiffel I'm in Love,2003,
Tusuk Jelangkung,2002,Horor
Biola Tak Berdawai,2002,Drama
"Eliana, Eliana",2002,Drama
Rumah Ketujuh,2002,Drama
Aku Ingin Menciummu Sekali Saja,2002,Drama
Peti Mati (The Coffin),2002,Horor
Andai Ia Tahu,2002,Drama
Titik Hitam,2002,
Kafir (Satanic),2002,
5 Sehat 4 Sempurna (9 Sahabat 1 Taruhan),2002,Komedi
Tragedi Jakarta 1998: Gerakan Mahasiswa di Indonesia,2002,
Bendera,2002,Anak-anak atau keluarga
Marsinah (Cry Justice),2000,Drama
Ada Apa dengan Cinta?,2001,
Ca Bau Kan,2001,Drama
Jelangkung,2001,Horor
Sedap Malam,1950,Drama
